2025-12-03T15:10:57.322Z,226.7,0,0,0,0,38.16

2025-12-03T15:10:59.281Z,226.6,0,0,0,0,38.16

2025-12-03T15:11:01.149Z,226.7,0,0,0,0,38.16

2025-12-03T15:11:03.363Z,226.6,0,0,0,0,38.16

2025-12-03T15:11:05.206Z,226.7,0,0,0,0,38.16

2025-12-03T15:11:07.152Z,226.6,0,0,0,0,38.16

2025-12-03T15:11:09.103Z,226.7,0.04,0,23,0,38.16

2025-12-03T15:11:11.102Z,226.6,0.049,0,53,0,38.16

2025-12-03T15:11:13.195Z,226.6,0.071,0,81,0,38.16

2025-12-03T15:11:15.103Z,226.5,0.057,0,60,0,38.16

2025-12-03T15:11:17.105Z,226.6,0.061,0,68,0,38.16

2025-12-03T15:11:19.209Z,226.5,0.052,0,55,0,38.16

2025-12-03T15:11:21.107Z,226.6,0.051,0,55,0,38.16

2025-12-03T15:11:23.435Z,226.4,0.051,0,55,0,38.16

2025-12-03T15:11:25.110Z,226.6,0.049,0,53,0,38.16

2025-12-03T15:11:27.122Z,226.6,0.056,0,59,0,38.16

2025-12-03T15:11:29.169Z,226.7,0.06,0,66,0,38.16

2025-12-03T15:11:31.125Z,226.6,0.058,0,64,0,38.16

2025-12-03T15:11:33.114Z,226.6,0.056,0,60,0,38.16

2025-12-03T15:11:35.187Z,226.6,0.055,0,60,0,38.16

2025-12-03T15:11:37.362Z,226.7,0.045,0,47,0,38.16

2025-12-03T15:11:39.235Z,226.5,0.042,0,43,0,38.16

2025-12-03T15:11:41.150Z,226.7,0.042,0,44,0,38.16

2025-12-03T15:11:43.197Z,226.7,0.043,0,44,0,38.16

2025-12-03T15:11:45.245Z,226.8,0.044,0,46,0,38.16

2025-12-03T15:11:47.191Z,226.8,0.049,0,52,0,38.16

2025-12-03T15:11:49.135Z,226.7,0.042,0,43,0,38.16

2025-12-03T15:11:51.287Z,226.8,0.043,0,45,0,38.16

2025-12-03T15:11:53.335Z,226.7,0.044,0,46,0,38.16

2025-12-03T15:11:55.178Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:11:57.226Z,226.7,0.041,0,42,0,38.16

2025-12-03T15:11:59.171Z,226.8,0.041,0,43,0,38.16

2025-12-03T15:12:01.417Z,226.8,0.042,0,43,0,38.16

2025-12-03T15:12:03.637Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:12:05.315Z,226.8,0.04,0,41,0,38.16

2025-12-03T15:12:07.274Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:12:09.318Z,226.9,0.045,0,48,0,38.16

2025-12-03T15:12:11.133Z,226.9,0.041,0,41,0,38.16

2025-12-03T15:12:13.200Z,226.8,0.041,0,42,0,38.16

2025-12-03T15:12:15.136Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:12:17.296Z,226.9,0.042,0,42,0,38.16

2025-12-03T15:12:19.279Z,226.9,0.041,0,41,0,38.16

2025-12-03T15:12:21.188Z,226.8,0.041,0,42,0,38.16

2025-12-03T15:12:23.235Z,226.8,0.045,0,47,0,38.16

2025-12-03T15:12:25.187Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:12:27.332Z,226.9,0.041,0,42,0,38.16

2025-12-03T15:12:29.175Z,226.8,0.039,0,41,0,38.16

2025-12-03T15:12:31.147Z,226.7,0.04,0,41,0,38.16

2025-12-03T15:12:33.375Z,226.8,0.041,0,43,0,38.16

2025-12-03T15:12:35.147Z,226.9,0.04,0,41,0,38.16

2025-12-03T15:12:37.162Z,226.9,0.039,0,40,0,38.16

2025-12-03T15:12:39.150Z,226.9,0.043,0,44,0,38.16

2025-12-03T15:12:41.259Z,226.9,0.04,0,41,0,38.16

2025-12-03T15:12:43.203Z,226.8,0.04,0,41,0,38.16

2025-12-03T15:12:45.154Z,226.8,0.04,0,41,0,38.16

2025-12-03T15:12:47.786Z,226.8,0.04,0,41,0,38.16

2025-12-03T15:12:49.245Z,226.7,0.04,0,41,0,38.16

2025-12-03T15:12:51.191Z,226.8,0.04,0,41,0,38.16

2025-12-03T15:12:53.303Z,226.7,0.04,0,41,0,38.16

2025-12-03T15:12:55.400Z,226.7,0.04,0,41,0,38.16

2025-12-03T15:12:57.233Z,226.6,0.04,0,40,0,38.16

2025-12-03T15:12:59.695Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:01.161Z,226.5,0.04,0,41,0,38.16

2025-12-03T15:13:03.163Z,226.5,0.04,0,41,0,38.16

2025-12-03T15:13:05.220Z,226.6,0.04,0,40,0,38.16

2025-12-03T15:13:07.268Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:09.213Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:11.363Z,226.6,0.039,0,39,0,38.16

2025-12-03T15:13:13.207Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:15.170Z,226.5,0.041,0,42,0,38.16

2025-12-03T15:13:17.200Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:19.299Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:21.194Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:23.242Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:25.187Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:27.175Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:29.283Z,226.6,0.039,0,40,0,38.16

2025-12-03T15:13:31.229Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:33.277Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:35.222Z,226.5,0.039,0,39,0,38.16

2025-12-03T15:13:38.269Z,226.5,0.04,0,41,0,38.16

2025-12-03T15:13:39.216Z,226.4,0.043,0,44,0,38.16

2025-12-03T15:13:41.264Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:43.209Z,226.5,0.038,0,39,0,38.16

2025-12-03T15:13:45.360Z,226.5,0.042,0,43,0,38.16

2025-12-03T15:13:47.894Z,226.4,0.043,0,45,0,38.16

2025-12-03T15:13:49.251Z,226.4,0.039,0,40,0,38.16

2025-12-03T15:13:51.299Z,226.5,0.039,0,39,0,38.16

2025-12-03T15:13:53.255Z,226.5,0.043,0,44,0,38.16

2025-12-03T15:13:55.191Z,226.5,0.042,0,43,0,38.16

2025-12-03T15:13:57.256Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:13:59.287Z,226.5,0.038,0,39,0,38.16

2025-12-03T15:14:01.232Z,226.5,0.04,0,41,0,38.16

2025-12-03T15:14:03.281Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:14:05.194Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:14:07.198Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:14:09.196Z,226.5,0.039,0,40,0,38.16

2025-12-03T15:14:11.345Z,226.5,0.038,0,39,0,38.16

2025-12-03T15:14:13.214Z,226.4,0.039,0,39,0,38.16

2025-12-03T15:14:15.216Z,226.4,0.039,0,39,0,38.16

